replicate,seed,success,error,selected_lambda,selected_init,penalized_bic,refit_loglik,refit_bic,screened_original_indices,screened_features,active_original_indices,active_counts,seconds,pi_0,pi_1,intercept_0,beta_0_1,beta_0_2,beta_0_3,beta_0_4,beta_0_5,beta_0_6,beta_0_7,beta_0_8,beta_0_9,beta_0_10,beta_0_11,beta_0_12,beta_0_13,beta_0_14,beta_0_15,beta_0_16,beta_0_17,beta_0_18,beta_0_19,beta_0_20,beta_0_21,beta_0_22,beta_0_23,beta_0_24,beta_0_25,beta_0_26,beta_0_27,beta_0_28,beta_0_29,beta_0_30,beta_0_31,beta_0_32,beta_0_33,beta_0_34,beta_0_35,beta_0_36,beta_0_37,beta_0_38,beta_0_39,beta_0_40,beta_0_41,beta_0_42,beta_0_43,beta_0_44,beta_0_45,beta_0_46,beta_0_47,beta_0_48,beta_0_49,beta_0_50,beta_0_51,beta_0_52,beta_0_53,beta_0_54,intercept_1,beta_1_1,beta_1_2,beta_1_3,beta_1_4,beta_1_5,beta_1_6,beta_1_7,beta_1_8,beta_1_9,beta_1_10,beta_1_11,beta_1_12,beta_1_13,beta_1_14,beta_1_15,beta_1_16,beta_1_17,beta_1_18,beta_1_19,beta_1_20,beta_1_21,beta_1_22,beta_1_23,beta_1_24,beta_1_25,beta_1_26,beta_1_27,beta_1_28,beta_1_29,beta_1_30,beta_1_31,beta_1_32,beta_1_33,beta_1_34,beta_1_35,beta_1_36,beta_1_37,beta_1_38,beta_1_39,beta_1_40,beta_1_41,beta_1_42,beta_1_43,beta_1_44,beta_1_45,beta_1_46,beta_1_47,beta_1_48,beta_1_49,beta_1_50,beta_1_51,beta_1_52,beta_1_53,beta_1_54,extra_1_log_alpha,alpha_1
10,2047704757,True,,100.0,kmeans_glm,7722.735988172045,-3766.7512032150034,7637.719279981543,"[0, 5, 16, 12, 11, 26, 17, 3, 9, 28, 18, 13, 1, 21, 38, 10, 47, 22, 14, 25, 42, 41, 49, 48, 52, 40, 51, 24, 23, 44, 15, 6, 54, 2, 45, 4, 53, 19, 27, 34, 50, 7, 35, 29, 30, 33, 20, 36, 8, 39, 46]","[""Intercept"", ""xage"", ""child"", ""physlm"", ""disea"", ""xghindx"", ""fchild"", ""black"", ""num"", ""lnum"", ""lfam"", ""ghindx"", ""coins"", ""logc"", ""plan_11"", ""mhi"", ""site_3"", ""fmde"", ""mdeoff"", ""hlthp"", ""plan_16"", ""plan_15"", ""site_5"", ""site_4"", ""year_3"", ""plan_14"", ""year_2"", ""hlthf"", ""hlthg"", ""plan_18"", ""pioff"", ""female"", ""year_5"", ""tookphys"", ""plan_19"", ""income"", ""year_4"", ""lpi"", ""linc"", ""plan_7"", ""site_6"", ""educdec"", ""plan_8"", ""plan_2"", ""plan_3"", ""plan_6"", ""idp"", ""plan_9"", ""time"", ""plan_13"", ""site_2""]","[[5, 11, 3, 21, 10, 47, 48, 50], []]","[8, 0]",1245.5039546489716,0.848572847884075,0.15142715211592497,-2.0101744398027264,0.0,0.0,-0.17352332333320009,0.0,0.41329775612704694,0.0,0.0,0.0,0.0,-0.10542942393168064,0.09161636357808357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27739007904773433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16955542137546292,-0.2105356498289143,0.0,-0.2507532593109243,0.0,0.0,0.0,0.0,0.8180629413572459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3990597986525986,11.012817245955178
11,1602655264,True,,25.0,quantile_glm,8307.767430616592,-3938.1838737792873,8232.442065526324,"[0, 5, 16, 26, 28, 18, 13, 11, 9, 12, 14, 1, 3, 22, 38, 17, 6, 21, 10, 15, 2, 41, 49, 24, 52, 48, 47, 19, 32, 45, 33, 42, 23, 30, 51, 46, 43, 36, 54, 34, 37, 50, 44, 39, 40, 25, 53, 7, 4, 20, 35]","[""Intercept"", ""xage"", ""child"", ""xghindx"", ""lnum"", ""lfam"", ""ghindx"", ""disea"", ""num"", ""physlm"", ""mdeoff"", ""coins"", ""black"", ""fmde"", ""plan_11"", ""fchild"", ""female"", ""logc"", ""mhi"", ""pioff"", ""tookphys"", ""plan_15"", ""site_5"", ""hlthf"", ""year_3"", ""site_4"", ""site_3"", ""lpi"", ""plan_5"", ""plan_19"", ""plan_6"", ""plan_16"", ""hlthg"", ""plan_3"", ""year_2"", ""site_2"", ""plan_17"", ""plan_9"", ""year_5"", ""plan_7"", ""plan_10"", ""site_6"", ""plan_18"", ""plan_13"", ""plan_14"", ""hlthp"", ""year_4"", ""educdec"", ""income"", ""idp"", ""plan_8""]","[[5, 16, 13, 3, 22, 6, 15, 2, 41, 24, 52, 48, 47, 23, 30, 43, 54, 34, 50, 39, 25, 53, 20, 35], [16, 13, 11, 9, 12, 1, 3, 2, 41, 49, 48, 50, 40]]","[24, 13]",795.8103976249695,0.8183577452951727,0.18164225470482726,-2.394287533074881,0.0,0.0772290482567141,-0.09941846776642244,0.0,0.18957165301067477,0.2504598364632408,0.0,0.0,0.0,0.0,0.0,0.0,-0.09814388036601925,0.0,0.13699494622121705,-0.09170252577609792,0.0,0.0,0.0,-0.13239278438581717,0.0,-0.5028003038820293,-0.05821758968978836,0.03952840710350627,0.06536978751427916,0.0,0.0,0.0,0.0,-0.8680163671847022,0.0,0.0,0.0,0.1394160039023259,0.0672377913912762,0.0,0.0,0.0,0.07714463160855614,0.0,-0.09202369641740224,0.0,0.159518100018825,0.0,0.0,0.0,0.05605333491357008,-0.1976047795545025,0.0,-0.28221565203424914,0.0,-1.4149004969983907,-0.28681337597330225,-1.0122643268400935,-0.03062427830450404,-0.5191762364068612,0.21511137236576622,-0.4313288258426764,0.0,0.0,0.0,0.0,0.0,-0.5380110603636459,0.0,0.2371879015678496,0.11250223174709266,-0.22919056735076954,0.0,0.0,-0.5348683564211644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3452900065503307,-0.2917831177415238,0.0,0.0,0.0,0.0,0.0,0.0,-0.3220009903783792,-0.4656839895286503,0.41029008272681594,0.0,0.0,0.0,0.0,1.636740167927274,5.138391886297218
12,505160471,True,,100.0,quantile_glm,7864.243313683025,-3860.569747320904,7799.30214980546,"[0, 5, 16, 28, 18, 9, 11, 3, 17, 1, 38, 14, 12, 10, 22, 26, 21, 42, 6, 13, 52, 49, 48, 23, 46, 45, 25, 47, 41, 4, 2, 51, 32, 34, 7, 15, 30, 54, 27, 24, 43, 40, 29, 36, 33, 8, 37, 50, 39, 31, 19]","[""Intercept"", ""xage"", ""child"", ""lnum"", ""lfam"", ""num"", ""disea"", ""black"", ""fchild"", ""coins"", ""plan_11"", ""mdeoff"", ""physlm"", ""mhi"", ""fmde"", ""xghindx"", ""logc"", ""plan_16"", ""female"", ""ghindx"", ""year_3"", ""site_5"", ""site_4"", ""hlthg"", ""site_2"", ""plan_19"", ""hlthp"", ""site_3"", ""plan_15"", ""income"", ""tookphys"", ""year_2"", ""plan_5"", ""plan_7"", ""educdec"", ""pioff"", ""plan_3"", ""year_5"", ""linc"", ""hlthf"", ""plan_17"", ""plan_14"", ""plan_2"", ""plan_9"", ""plan_6"", ""time"", ""plan_10"", ""site_6"", ""plan_13"", ""plan_4"", ""lpi""]","[[5, 16, 21, 47, 50], []]","[5, 0]",1459.7095444202423,0.8352688604611951,0.16473113953880494,-1.9779017254733462,0.0,0.0,0.0,0.0,0.1838378902974354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34768088146581144,0.0,0.0,0.0,0.0,-0.26415744285226045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1448059703490125,0.0,0.0,-0.27657806260163503,0.0,0.0,0.0,0.0,0.8703358658004453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3569640774634357,10.558846902357729
13,647360911,True,,50.0,quantile_glm,7800.392511380098,-3768.7646464456384,7719.908821606466,"[0, 5, 16, 11, 3, 28, 18, 12, 38, 1, 9, 17, 22, 21, 14, 10, 26, 49, 47, 13, 52, 25, 19, 15, 48, 40, 34, 6, 41, 2, 4, 42, 53, 35, 27, 54, 23, 45, 7, 24, 31, 33, 32, 36, 20, 8, 46, 51, 30, 44, 43]","[""Intercept"", ""xage"", ""child"", ""disea"", ""black"", ""lnum"", ""lfam"", ""physlm"", ""plan_11"", ""coins"", ""num"", ""fchild"", ""fmde"", ""logc"", ""mdeoff"", ""mhi"", ""xghindx"", ""site_5"", ""site_3"", ""ghindx"", ""year_3"", ""hlthp"", ""lpi"", ""pioff"", ""site_4"", ""plan_14"", ""plan_7"", ""female"", ""plan_15"", ""tookphys"", ""income"", ""plan_16"", ""year_4"", ""plan_8"", ""linc"", ""year_5"", ""hlthg"", ""plan_19"", ""educdec"", ""hlthf"", ""plan_4"", ""plan_6"", ""plan_5"", ""plan_9"", ""idp"", ""time"", ""site_2"", ""year_2"", ""plan_3"", ""plan_18"", ""plan_17""]","[[5, 11, 3, 1, 22, 21, 47, 52, 48, 34, 6, 42, 23, 7, 36], [5, 25]]","[15, 2]",1353.5635812282562,0.8436113609690578,0.15638863903094216,-2.2420675113909625,-0.09488752832712653,0.0,-0.1747618943894682,0.0,0.3783645989285726,0.11207112678214137,0.12839702830757066,0.0,0.0,0.0,0.08546216916942935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11603769472826392,-0.13530549641963638,-0.10294347602751402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09732712370994341,0.0,0.11192487368315283,0.0,0.0,0.0,0.0,0.0,-0.12757064464369866,0.0,0.0,0.0,0.0,0.17684184703846642,-0.16076642045688275,0.0,0.0,0.0,-1.8916527733190964,0.0,0.0,0.5840121334983119,0.0,0.0,0.0,0.0,0.5718639175200246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17705837240832292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2718368979162804,9.697197225350406
14,215416818,True,,50.0,kmeans_glm,7811.403386501789,-3788.7160609787193,7785.865869060512,"[0, 5, 16, 12, 26, 28, 18, 9, 11, 13, 38, 3, 10, 22, 14, 1, 21, 17, 49, 42, 6, 15, 25, 47, 24, 23, 32, 46, 19, 45, 52, 40, 54, 53, 4, 50, 41, 48, 33, 37, 27, 7, 51, 44, 2, 30, 43, 8, 39, 31, 35]","[""Intercept"", ""xage"", ""child"", ""physlm"", ""xghindx"", ""lnum"", ""lfam"", ""num"", ""disea"", ""ghindx"", ""plan_11"", ""black"", ""mhi"", ""fmde"", ""mdeoff"", ""coins"", ""logc"", ""fchild"", ""site_5"", ""plan_16"", ""female"", ""pioff"", ""hlthp"", ""site_3"", ""hlthf"", ""hlthg"", ""plan_5"", ""site_2"", ""lpi"", ""plan_19"", ""year_3"", ""plan_14"", ""year_5"", ""year_4"", ""income"", ""site_6"", ""plan_15"", ""site_4"", ""plan_6"", ""plan_10"", ""linc"", ""educdec"", ""year_2"", ""plan_18"", ""tookphys"", ""plan_3"", ""plan_17"", ""time"", ""plan_13"", ""plan_4"", ""plan_8""]","[[5, 16, 12, 26, 11, 38, 3, 10, 22, 1, 21, 49, 42, 6, 25, 47, 50, 48, 43], [12]]","[19, 1]",1678.8139288425446,0.8309322739810439,0.1690677260189562,-2.7319910927707354,-0.06235516848604991,0.0,-0.06814291846717224,0.0,0.23325148574185758,0.1661217540871584,0.0,0.0,0.0,-0.07930321976888312,-0.00901207914749294,0.040180710502577426,0.0,0.0,0.0,-0.18022020336952482,0.0,0.0,0.0,0.0,-0.08012163135438008,-0.11783258717623354,0.0,0.0,0.02992281466671447,-0.08388093807344929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13558040684075312,0.0,0.0,0.0,-2.6323466946874414,0.12218294346972193,0.0,0.0,0.0,0.10494945966665249,-0.19755860585272783,-0.15110518836441458,-0.37386341873048123,0.0,0.0,0.0,0.0,0.5870709595820565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45294572222478224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0287840463987274,7.6048336096484785
15,504046525,True,,50.0,kmeans_glm,8093.881297998105,-3891.9833554810784,7983.715718602602,"[0, 5, 16, 11, 12, 26, 28, 18, 13, 9, 14, 38, 10, 3, 22, 17, 1, 15, 49, 48, 47, 21, 19, 45, 52, 42, 32, 6, 4, 23, 7, 25, 24, 2, 27, 50, 30, 37, 36, 33, 51, 34, 54, 39, 53, 46, 43, 41, 8, 31, 35]","[""Intercept"", ""xage"", ""child"", ""disea"", ""physlm"", ""xghindx"", ""lnum"", ""lfam"", ""ghindx"", ""num"", ""mdeoff"", ""plan_11"", ""mhi"", ""black"", ""fmde"", ""fchild"", ""coins"", ""pioff"", ""site_5"", ""site_4"", ""site_3"", ""logc"", ""lpi"", ""plan_19"", ""year_3"", ""plan_16"", ""plan_5"", ""female"", ""income"", ""hlthg"", ""educdec"", ""hlthp"", ""hlthf"", ""tookphys"", ""linc"", ""site_6"", ""plan_3"", ""plan_10"", ""plan_9"", ""plan_6"", ""year_2"", ""plan_7"", ""year_5"", ""plan_13"", ""year_4"", ""site_2"", ""plan_17"", ""plan_15"", ""time"", ""plan_4"", ""plan_8""]","[[5, 11, 14, 38, 22, 1, 48, 47, 21, 6, 7, 50, 34, 43], [16, 11, 12, 25, 50]]","[14, 5]",1311.6551778316498,0.816899696496798,0.18310030350320203,-2.3130062169705896,-0.08897326036705495,0.0,0.0,0.0,0.3757385467359168,0.1449275065012258,0.1590079988397491,0.0,0.0,0.0,0.07118752309776,0.0,0.0,-0.0022140292221036776,0.0,0.0,0.0,0.0,0.0,0.0,0.09343344728059132,-0.3036303163938414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2382331392660148,0.0,0.0,0.0,0.1847254924837166,0.0,0.0,0.0,0.0,0.18014309020949953,0.0,0.0,0.0,0.14144548847875232,-0.27736072143831386,0.0,-0.303611119025256,0.0,0.0,0.0,0.0,0.4434477829873597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23152091622883691,0.25395509417259127,0.0,0.0,0.0,-0.6238856445649468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17429366999871923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55840520599153,0.0,0.0,0.0,0.0,1.635973555811506,5.134454242337247
16,1190864726,True,,100.0,kmeans_glm,8006.093605270029,-3923.3987899890235,7942.329714066956,"[0, 5, 16, 11, 26, 38, 12, 22, 14, 3, 21, 13, 10, 28, 18, 9, 1, 17, 49, 48, 47, 15, 24, 6, 33, 42, 52, 46, 19, 41, 37, 25, 4, 51, 45, 29, 54, 31, 23, 2, 53, 32, 35, 27, 7, 43, 44, 36, 20, 8, 30]","[""Intercept"", ""xage"", ""child"", ""disea"", ""xghindx"", ""plan_11"", ""physlm"", ""fmde"", ""mdeoff"", ""black"", ""logc"", ""ghindx"", ""mhi"", ""lnum"", ""lfam"", ""num"", ""coins"", ""fchild"", ""site_5"", ""site_4"", ""site_3"", ""pioff"", ""hlthf"", ""female"", ""plan_6"", ""plan_16"", ""year_3"", ""site_2"", ""lpi"", ""plan_15"", ""plan_10"", ""hlthp"", ""income"", ""year_2"", ""plan_19"", ""plan_2"", ""year_5"", ""plan_4"", ""hlthg"", ""tookphys"", ""year_4"", ""plan_5"", ""plan_8"", ""linc"", ""educdec"", ""plan_17"", ""plan_18"", ""plan_9"", ""idp"", ""time"", ""plan_3""]","[[5, 11, 21, 10, 48, 47, 29], []]","[7, 0]",830.0137972831726,0.8438647620115676,0.15613523798843248,-1.959610321243075,0.0,0.0,0.0,0.0,0.3091002930943386,0.0,0.0,0.0,0.0,-0.1032780589046811,0.1613141723056921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28056099165262793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09877713842924503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20927455375616527,-0.13491807958480434,0.0,0.0,0.0,0.0,0.0,0.0,0.9234067306209952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2884615791350615,9.859757550713166
17,1707511418,True,,50.0,quantile_glm,8163.5132311336065,-3930.903107702955,8070.239962508983,"[0, 5, 16, 12, 11, 26, 13, 28, 18, 17, 9, 3, 1, 14, 22, 38, 10, 48, 24, 6, 21, 41, 46, 42, 49, 15, 23, 47, 25, 52, 45, 2, 39, 51, 36, 33, 19, 20, 54, 32, 37, 43, 27, 4, 30, 35, 44, 53, 8, 50, 31]","[""Intercept"", ""xage"", ""child"", ""physlm"", ""disea"", ""xghindx"", ""ghindx"", ""lnum"", ""lfam"", ""fchild"", ""num"", ""black"", ""coins"", ""mdeoff"", ""fmde"", ""plan_11"", ""mhi"", ""site_4"", ""hlthf"", ""female"", ""logc"", ""plan_15"", ""site_2"", ""plan_16"", ""site_5"", ""pioff"", ""hlthg"", ""site_3"", ""hlthp"", ""year_3"", ""plan_19"", ""tookphys"", ""plan_13"", ""year_2"", ""plan_9"", ""plan_6"", ""lpi"", ""idp"", ""year_5"", ""plan_5"", ""plan_10"", ""plan_17"", ""linc"", ""income"", ""plan_3"", ""plan_8"", ""plan_18"", ""year_4"", ""time"", ""site_6"", ""plan_4""]","[[5, 16, 12, 11, 3, 10, 48, 24, 6, 21, 47, 25, 43, 50], [5, 16, 12, 11, 13, 50]]","[14, 6]",1544.795803785324,0.8177980244945054,0.18220197550549458,-2.1575404819982054,0.0,0.0,-0.14093688409257685,0.0,0.35621570066139113,0.11327642942926676,0.0,0.0,0.0,-0.032816844440051895,0.04255301897629681,0.042373735552647396,0.0,0.0,0.0,-0.11154216156530455,0.0,0.0,0.0,0.0,-0.33390731517245487,0.0,0.0,0.06357510118986018,0.05782623362111385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13981226522365794,0.0,0.0,0.0,0.14250281926640088,-0.3052883971374694,0.0,-0.20409144230698495,0.0,0.0,0.0,0.0,0.38736072350001227,0.0,0.0,0.0,0.0,0.08587205597208517,0.0,0.0,0.0,0.0,0.0,0.17986808029535623,0.1908050400008474,-0.1721188227508798,0.0,0.0,-0.7641165201765582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3414012529918073,0.0,0.0,0.0,0.0,1.7171632680457722,5.568709102185379
18,2086907151,True,,50.0,kmeans_glm,8251.466121370022,-4021.4778886454988,8225.335306006185,"[0, 5, 16, 11, 12, 38, 22, 14, 17, 9, 28, 18, 21, 3, 26, 1, 13, 48, 6, 49, 15, 10, 19, 46, 47, 42, 24, 33, 45, 25, 4, 52, 27, 51, 40, 32, 30, 54, 23, 2, 37, 29, 41, 53, 50, 36, 44, 20, 31, 8, 7]","[""Intercept"", ""xage"", ""child"", ""disea"", ""physlm"", ""plan_11"", ""fmde"", ""mdeoff"", ""fchild"", ""num"", ""lnum"", ""lfam"", ""logc"", ""black"", ""xghindx"", ""coins"", ""ghindx"", ""site_4"", ""female"", ""site_5"", ""pioff"", ""mhi"", ""lpi"", ""site_2"", ""site_3"", ""plan_16"", ""hlthf"", ""plan_6"", ""plan_19"", ""hlthp"", ""income"", ""year_3"", ""linc"", ""year_2"", ""plan_14"", ""plan_5"", ""plan_3"", ""year_5"", ""hlthg"", ""tookphys"", ""plan_10"", ""plan_2"", ""plan_15"", ""year_4"", ""site_6"", ""plan_9"", ""plan_18"", ""idp"", ""plan_4"", ""time"", ""educdec""]","[[5, 16, 11, 22, 21, 3, 1, 48, 6, 49, 47, 24, 25, 30, 29, 50, 7], []]","[17, 0]",1515.4983327388763,0.8135073377125365,0.1864926622874635,-2.1844390560285603,-0.1659250693482408,0.0,-0.09678447727700532,0.0,0.2047293224599521,0.18042466599219947,0.11071769797860655,0.0,0.0,0.0,0.07767336962529636,0.0,0.0,0.0,0.0,-0.23000605494604887,0.0,0.0,0.0,0.0,-0.18006859048780155,-0.06090883567750966,0.0,0.1316802732920053,0.0812959136948902,0.0,0.0,0.0,0.11344008571971047,-0.874294101388808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13001263972654895,-0.32875518343944876,-0.1486310265556918,-0.24115764384149588,0.0,0.0,0.0,0.0,0.9445166838273902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.306291448030542,10.037132320639348
19,433793675,True,,100.0,kmeans_glm,7568.379926604574,-3722.709732503911,7514.897380708846,"[0, 5, 16, 12, 11, 38, 21, 22, 26, 28, 18, 17, 9, 10, 3, 13, 1, 14, 49, 24, 47, 19, 52, 42, 6, 15, 41, 48, 51, 32, 4, 27, 2, 25, 53, 45, 40, 20, 54, 37, 29, 39, 35, 43, 8, 7, 46, 36, 31, 30, 33]","[""Intercept"", ""xage"", ""child"", ""physlm"", ""disea"", ""plan_11"", ""logc"", ""fmde"", ""xghindx"", ""lnum"", ""lfam"", ""fchild"", ""num"", ""mhi"", ""black"", ""ghindx"", ""coins"", ""mdeoff"", ""site_5"", ""hlthf"", ""site_3"", ""lpi"", ""year_3"", ""plan_16"", ""female"", ""pioff"", ""plan_15"", ""site_4"", ""year_2"", ""plan_5"", ""income"", ""linc"", ""tookphys"", ""hlthp"", ""year_4"", ""plan_19"", ""plan_14"", ""idp"", ""year_5"", ""plan_10"", ""plan_2"", ""plan_13"", ""plan_8"", ""plan_17"", ""time"", ""educdec"", ""site_2"", ""plan_9"", ""plan_4"", ""plan_3"", ""plan_6""]","[[5, 21, 47, 6], []]","[4, 0]",1201.6511490345001,0.850413616428577,0.14958638357142295,-2.02507918293379,0.0,0.0,0.0,0.0,0.4208516226490221,0.16196596047220763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37620269983228316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22469930050963272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8586562270945554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3477007894200144,10.461488885947302
